game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-08,719221,4,4,Chase Pinder,676198,Mike Antico,690443,Kramer Robertson,670298,roberkr01,Pedro Pagés,686780,pagespe02,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Scott Hurst,656568,hurstsc01,Nick Raposo,695596,Juniel Querecuto,578570,quereju01,Willie Calhoun,641432,calhowi01,Jamie Westbrook,642197,Oswaldo Cabrera,665828,cabreos01,Carlos Narvaez,665966,Rodolfo Durán,660710,Jesús Bastidas,665846,Wilmer Difo,594694,difowi01,Billy McKinney,641856,mckinbi01,Estevan Florial,664314,flories01,Woodford,663765,woodfja01,"Rodríguez, W",516853,rodriwi02,"Thompson, Z.D.",668868,thompza02,Loutos,702795,Roach,681989,Whitley,676831,whitlko01,Cole,543037,colege01,Weissert,669711,weissgr01,McGarity,641849,Holmes,605280,holmecl01,"Peralta, Wa",593974,peralwa01,Tully,668684,tullyta01
