game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-04-01,706998,12,4,16,Dalton Kelly,665138,Kevin Smith,675656,smithke05,Drew Jackson,623515,jacksdr01,Pedro Pineda,694191,Skye Bolt,621450,boltsk01,Billy McKinney,641856,mckinbi01,Jose Mujica,678796,Denzel Clarke,672016,Elvis Peralta,669687,Joel Booker,664689,Mark Payton,592622,paytoma01,Patrick Kivlehan,623182,kivlepa01,Craig Dedelow,670286,Seby Zavala,664874,zavalse01,Danny Mendick,664901,mendida01,Laz Rivera,650528,Romy Gonzalez,663853,gonzaro01,Xavier Fernández,641569,Oller,670124,ollerad01,Lemoine,621082,lemoija01,"Jiménez, D",666204,jimenda01,"Jackson, Z",667427,jacksza02,Selman,572125,selmasa01,"Brown, Aa",606939,Conley,676785,Keuchel,572971,keuchda01,Navarro,679346,navared01,Hendriks,521230,hendrli01,Olson,667722,Bummer,607481,bummeaa01,Graveman,608665,graveke01,Sousa,656986,sousabe01
