game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-20,747879,3,1,4,Elly De La Cruz,682829,delacel01,Will Benson,666181,bensowi01,P.J. Higgins,664731,higgipj01,Christian Encarnacion-Strand,687952,encarch01,Nick Martini,605361,martini02,Bubba Thompson,669352,thompbu01,Logan Tanner,683091,Leo Balcazar,699114,Jacob Hurtubise,674441,hurtuja01,Mark Payton,592622,paytoma01,Gavin Sheets,657757,sheetga01,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Rafael Ortega,542364,ortegra01,Max Stassi,545358,stassma01,Chuckie Robinson,642020,robinch04,Mike Moustakas,519058,moustmi01,Kevin Pillar,607680,pillake01,Richardson,680689,richaly01,"Farmer, B",571656,farmebu01,"Gilbert, T",656457,gilbety01,Maxwell,687209,Soroka,647336,sorokmi01,Cousins,664776,cousija01,Kopech,656629,kopecmi01,Kuhl,641771,kuhlch01,Silven,681185,Toussaint,657053,toussto01
