game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-16,747934,11,7,18,Cooper Hummel,669450,hummeco01,Victor Bericoto,682674,David Villar,681584,villada01,Maui Ahuna,694757,Casey Schmitt,669477,schmica01,Carter Howell,800765,Heliot Ramos,671218,ramoshe02,Yoshi Tsutsugo,660294,tsutsyo01,Donovan Walton,622268,waltodo01,Brooks Baldwin,681460,Terrell Tatum,695299,DJ Gladney,687554,Angelo Castellano,613546,Tyler Neslony,664104,Tim Elko,671284,Colson Montgomery,695657,Jason Matthews,667240,Chuckie Robinson,642020,robinch04,Howard,675921,howarsp01,Sanchez,678738,Stashak,664054,stashco01,Bivens,702352,Jensen,669192,Kuhl,641771,kuhlch01,Leasure,673929,leasujo01,Kopech,656629,kopecmi01,Leone,608678,leonedo01,Shuster,694363,shustja01,Silven,681185,"Hill, T",657612,hillti01
