game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-18,642148,7,7,14,Elliot Soto,519303,sotoel01,Max Muncy,571970,muncyma01,Cody Bellinger,641355,bellico01,Gavin Lux,666158,luxga01,Stevie Berman,670281,Andy Burns,542992,burnsan01,Michael Grove,675627,grovemi01,Rangel Ravelo,592660,ravelra01,Justin Turner,457759,turneju01,Keury Mella,622492,mellake01,Trayce Thompson,572204,thomptr01,Josh Rojas,668942,rojasjo01,Jake McCarthy,664983,mccarja02,Eduardo Escobar,500871,escobed01,Wyatt Mathisen,621500,mathiwy01,Domingo Leyba,642736,leybado01,Pavin Smith,656976,smithpa04,Juniel Querecuto,578570,quereju01,Price,456034,priceda01,"Santana, D",642701,santade01,Cleavinger,664076,cleavga01,Grove,675627,grovemi01,"Kelly, M",518876,kellyme01,Mantiply,573009,mantijo01,Ginkel,656464,ginkeke01,Mella,622492,mellake01
