game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-05,748105,4,5,9,Jorel Ortega,687567,Aaron Sabato,693306,Yunior Severino,670870,Anthony Prato,668791,Agustin Ruiz,672361,Chris Williams,675910,Willie Joe Garry Jr.,681831,Michael Helman,680737,Jose Salas,691191,Victor Scott II,687363,scottvi01,Michael Siani,672279,sianimi01,Pedro Pagés,686780,pagespe02,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Alfonso Rivas III,663845,rivasal01,Jeremy Rivas,692405,César Prieto,693409,Jared Young,676724,youngja02,Paddack,663978,paddach01,Rozek,702065,Headrick,687396,headrbr01,Alcala,660896,alcaljo01,Brigham,656257,brighje01,Balazovic,666364,balazjo02,Mikolas,571945,mikolmi01,O'Brien,676617,obrieri01,Fernandez,681676,fernary01,Pallante,669467,pallaan01,Robertson,687798,roberni01,Rajcic,691008
