game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-25,718965,4,9,13,Tyler White,643603,whitety01,Yunior Severino,670870,Jake Rucker,696160,Mark Contreras,676628,contrma01,Kyle Garlick,664247,garliky01,Noah Miller,695653,Seth Gray,680799,Willie Joe Garry Jr.,681831,Frank Nigro,688507,Geraldo Quintero,684852,Drew Lugbauer,656666,Forrest Wall,657088,wallfo01,Joe Hudson,621529,hudsojo03,Justin Dean,681909,Hoy Park,660829,parkho01,Jeremy Celedonio,684494,Ozzie Albies,645277,albieoz01,E.J. Exposito,802991,"Sanchez, Aa",592717,sanchaa01,Mullenbach,688873,Coulombe,543056,couloda01,Stewart,592779,stewabr01,Molina,676670,Fried,608331,friedma01,"Jiménez, J",641729,jimenjo02,Chavez,445926,chaveje01,McHugh,543521,mchugco01,Yates,489446,yateski01,Tice,676709,ticety01,Swarmer,664161,swarmma01
