game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-30,707006,5,8,13,Mike Ford,645801,fordmi01,Luis Torrens,620443,torrelu01,Riley Unroe,624523,Billy Hamilton,571740,hamilbi02,Steven Souza Jr.,519306,souzast01,Cesar Izturis Jr.,672544,Connor Hoover,676803,Cal Raleigh,663728,raleica01,Gabriel Gonzalez,694224,Patrick Wisdom,621550,wisdopa01,Ildemaro Vargas,545121,vargail01,P.J. Higgins,664731,higgipj01,Darius Hill,675628,Rafael Ortega,542364,ortegra01,Jacob Wetzel,689047,Ian Happ,664023,happia01,Alfonso Rivas III,663845,rivasal01,Luis Verdugo,677605,"Gonzales, M",594835,gonzama02,Stryffeler,691068,Sewald,623149,sewalpa01,Steckenrider,608716,steckdr01,Misiewicz,664948,misiean01,Smyly,592767,smylydr01,"Ramos, E",660756,Gsellman,607229,gsellro01,Chavez,445926,chaveje01,Rucker,621074,ruckemi01,Leibrandt,605335,leibrbr01
