game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
716934,2023-08-19,6,5,11,144,Atlanta Braves,137,San Francisco Giants,27009,26997,LaMonte Wade Jr.,664774,wadela01,Wade Meckler,685133,mecklwa01,Wilmer Flores,527038,florewi01,Joc Pederson,592626,pederjo01,Michael Conforto,624424,confomi01,J.D. Davis,605204,davisjd01,Blake Sabol,666165,sabolbl01,Johan Camargo,622666,camarjo01,Ronald Acuña Jr.,660670,acunaro01,Michael Harris II,671739,harrimi04,Austin Riley,663586,rileyau01,Matt Olson,621566,olsonma02,Marcell Ozuna,542303,ozunama01,Eddie Rosario,592696,rosared01,Travis d'Arnaud,518595,darnatr01,Orlando Arcia,606115,arciaor01,Yonny Chirinos,630023,chiriyo01,Logan Webb,657277,webblo01,Brad Hand,543272,handbr01,Pierce Johnson,572955,johnspi01,A.J. Minter,621345,minteaj01,Kirby Yates,489446,yateski01,Raisel Iglesias,628452,iglesra01,Tyler Rogers,643511,rogerty01,9.5
