game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-10,642107,4,2,6,Jack Kruger,667674,krugeja01,Brandon Marsh,669016,marshbr02,Jeremiah Jackson,669236,Scott Schebler,594988,schebsc01,Jose Rojas,670351,rojasjo02,Jo Adell,666176,adelljo01,Phil Gosselin,594838,gosseph01,Kean Wong,642221,wongke01,Brennon Lund,641807,Connor Marabell,664088,Ernie Clement,676391,clemeer01,Will Benson,666181,bensowi01,Bo Naylor,666310,naylobo01,Steven Kwan,680757,kwanst01,Tyler Krieger,623513,Brayan Rocchio,677587,rocchbr01,Tyler Freeman,671289,freemty01,Franmil Reyes,614177,reyesfr01,Cobb,502171,cobbal01,Sandoval,663776,sandopa02,Peña,570240,penafe01,Quantrill,615698,quantca01,McKenzie,663474,mckentr01,"Pérez, O",424144,perezol01,Karinchak,675916,karinja01
