game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-25,641547,2,5,7,Greg Jones,675659,Dalton Kelly,665138,Moisés Gómez,664332,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,Joseph Odom,641929,odomjo01,Ehire Adrianza,501303,adriaeh01,Sean Kazmar Jr.,453527,kazmase01,William Contreras,661388,contrwi02,Jake Lamb,571875,lambja01,Chris Martin,455119,martich02,Phillip Ervin,640447,ervinph01,Jason Kipnis,543401,kipnija01,Justin Dean,681909,Abraham Almonte,501659,almonab01,Wacha,608379,wachami01,Roe,475054,roech01,Sherriff,595411,sherrry01,"Ríos, Y",605441,riosya01,Smyly,592767,smylydr01,Jackson,592426,jackslu01,Matzek,554431,matzety01,Tomlin,458708,tomlijo01,Martin,455119,martich02
