game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-08,719207,10,9,19,Elly De La Cruz,682829,delacel01,Michel Triana,691403,Austin Hendrick,690988,Nick Solak,669256,solakni01,Noelvi Marte,682622,marteno01,Matt McLain,680574,mclaima01,Alejo Lopez,664670,lopezal03,Chuckie Robinson,642020,robinch04,Stuart Fairchild,656413,faircst01,Max Schrock,621011,schroma01,Jakob Marsee,805300,Tirso Ornelas,672359,Jantzen Witte,642220,Luis Liberato,642451,liberlu01,Taylor Kohlwey,670128,kohlwta01,Tim Lopes,621005,lopesti01,José Azocar,640492,azocajo01,Chandler Seagle,676882,seaglch01,Weaver,596133,weavelu01,"Crawford, Bro",663883,Williamson,682227,willibr02,Sousa,656986,sousabe01,Strickland,519326,strichu01,"Farmer, B",571656,farmebu01,Norris,596057,norrida01,Honeywell,641703,honeybr01,Teheran,527054,teherju01,Lopez,673111,lopezjo04,Stammen,489334,stammcr01,"Hill, T",657612,hillti01
