game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-26,706974,7,8,15,Willie Calhoun,641432,calhowi01,Bubba Thompson,669352,thompbu01,Ezequiel Duran,677649,duranez01,Matt Whatley,675662,Josh Smith,669701,smithjo11,Davis Wendzel,673995,wendzda01,Leody Taveras,665750,taverle01,Matt Carpenter,572761,carpema01,Zach Reks,676646,reksza01,Yonathan Daza,602074,dazayo01,Eddy Diaz,677647,Kyle Holder,664060,Bret Boswell,641385,Elehuris Montero,660707,monteel01,Carlos Pérez,542208,perezca02,Aaron Schunk,668845,Tim Lopes,621005,lopesti01,Ezequiel Tovar,678662,tovarez01,Hearn,621368,hearnta01,Robert,642016,Arihara,685503,arihako01,"Santana, D",642701,santade01,"Anderson, J",605121,anderju01,Tinoco,622786,tinocje01,Gomber,596295,gombeau01,Kuhl,641771,kuhlch01,Bird,656234,birdja01,Estévez,608032,estevca01,"Stephenson, R",596112,stephro01,"Fernández, Jul",642759,fernaju02
