game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-03,719284,4,4,Andy Weber,681581,Yonathan Perlaza,666632,Luis Torrens,620443,torrelu01,Chase Strumpf,668664,Pete Crow-Armstrong,691718,crowape01,Jared Young,676724,youngja02,Sergio Alcántara,642727,alcanse01,Dom Nuñez,624513,nunezdo01,Nelson Velázquez,676369,velazne01,Luis Liberato,642451,liberlu01,Preston Tucker,605512,tuckepr01,Tim Lopes,621005,lopesti01,Wyatt Hoffman,703715,Pedro Severino,600474,severpe01,Alfonso Rivas III,663845,rivasal01,Tirso Ornelas,672359,Rangel Ravelo,592660,ravelra01,Brandon Dixon,641525,dixonbr01,Steele,657006,steelju01,Assad,665871,assadja01,Boxberger,502202,boxbebr01,Alzolay,640470,alzolad01,Estrada,669093,estraje01,Sanders,676742,Burdi,595897,burdini01,Teheran,527054,teherju01,Crismatt,622503,crismna01,Honeywell,641703,honeybr01,"Castillo, J",620454,castijo03
