game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-10,748020,1,3,4,Yonny Hernández,660634,hernayo02,Wes Clarke,682265,Kay-Lan Nicasia,702461,Oliver Dunn,686554,dunnol01,Isaac Collins,686555,Eduarqui Fernandez,682631,Andruw Monasterio,655316,monasan01,Gary Sánchez,596142,sanchga02,Jeferson Quero,691620,Coco Montes,663796,monteco01,Hunter Goodman,696100,goodmhu01,Jimmy Herron,676939,Jordan Beck,687597,beckjo01,Sterlin Thompson,694514,Julio Carreras,679734,Willie MacIver,680862,Sean Bouchard,656248,bouchse01,Hunter Stovall,667663,Junis,596001,junisja01,Ross,605452,rossjo01,"Peguero, E",665625,pegueel01,Feltner,663372,feltnry01,Hill,677955,Curtiss,595928,curtijo02,Beeks,656222,beeksja02,Mears,683232,mearsni01,Blach,621389,blachty01,Hollowell,668970,holloga01
