game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-09-13,663106,1,1,Bryan Reynolds,668804,reynobr01,Ben Gamel,592325,gamelbe01,Rodolfo Castro,666801,castrro01,Oneil Cruz,665833,cruzon01,Greg Allen,656185,allengr01,Michael Chavis,656308,chavimi01,Kevin Newman,621028,newmake01,Jason Delay,641511,delayja01,Jack Suwinski,669261,suwinja01,Jonathan India,663697,indiajo01,Austin Romine,519222,rominau01,Donovan Solano,456781,solando01,Matt Reynolds,608703,reynoma03,Nick Senzel,669222,senzeni01,Kyle Farmer,571657,farmeky01,Spencer Steer,668715,steersp01,Aristides Aquino,606157,aquinar01,Stuart Fairchild,656413,faircst01,"Ortiz, L.L.",682847,ortizlu03,De Jong,608328,dejonch01,"Ramírez, Y",670990,ramiryo01,Underwood Jr.,621249,underdu01,"Cruz, F",518585,cruzfe01,Sanmartin,665665,sanmare01,"Espinal, R",642659,espinra01,Gibaut,664139,gibauia01,"Díaz, A",664747,diazal03
