game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-05,748097,8,13,21,Yonny Hernández,660634,hernayo02,Brewer Hicklen,676551,hicklbr01,Wes Clarke,682265,Tyler Black,672012,blackty01,Oliver Dunn,686554,dunnol01,Hedbert Perez,691616,Chavez Young,669945,Matthew Wood,687783,Chris Roller,676896,rollech01,Yusniel Díaz,666783,diazyu01,Heliot Ramos,671218,ramoshe02,Cooper Hummel,669450,hummeco01,Tyler Fitzgerald,666149,fitzgty01,Trenton Brooks,670092,Brett Wisely,689172,wiselbr01,Joey Bart,663698,bartjo01,Ismael Munguia,665998,Otto Lopez,672640,lopezot01,Junis,596001,junisja01,Carlson,672277,"Williams, D",642207,willide03,Middendorf,805437,Ross,605452,rossjo01,Vieira,600986,vieirth01,Milner,571948,milneho01,Webb,657277,webblo01,Kiest,641750,"Rogers, Ta",573124,rogerta01,"Rogers, Ty",643511,rogerty01,"Rodríguez, R",678495,rodrira02,"Romero, T",676720,romerto01,Seymour,693313
