gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID
719037,2023-03-20,0,5,5,Kevin Kiermaier,595281,kiermke01,Santiago Espinal,669289,espinsa01,Vladimir Guerrero Jr.,665489,guerrvl02,Danny Jansen,643376,janseda01,Nathan Lukes,664770,lukesna01,Vinny Capra,681962,capravi01,Wynton Bernard,592144,bernawy01,Ernie Clement,676391,clemeer01,Rob Brantly,542963,brantro01,Matt Vierling,663837,vierlma01,Riley Greene,682985,greenri03,Javier Báez,595879,baezja01,Nick Maton,665155,matonni01,Spencer Torkelson,679529,torkesp01,Miguel Cabrera,408234,cabremi01,Austin Meadows,640457,meadoau01,Jonathan Schoop,570731,schoojo01,Jake Rogers,668670,rogerja03,Trey Wingenter,622259,wingetr01,Kevin Gausman,592332,gausmke01,Chasen Shreve,592741,shrevch01,Mason Englert,669438,englema01,Jace Fry,605240,fryja01,Garrett Hill,682051,hillga02,Austin Bergner,666123,unknown,Luke Bard,572703,bardlu01,Adam Cimber,643256,cimbead01,Jay Jackson,543351,jacksja01,Trent Thornton,663423,thorntr01
