game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-05,719262,2,5,7,Yoyner Fajardo,679938,Jorel Ortega,687567,David Bañuelos,675915,banueda01,Kyler Fedko,693459,Chris Williams,675910,Dalton Shuffield,684922,Seth Gray,680799,Alerick Soularie,669442,Danny De Andrade,694185,Matt Gorski,685301,Endy Rodríguez,682848,rodrien01,Henry Davis,680779,davishe01,Lolo Sanchez,665975,Liover Peguero,678894,pegueli01,Chavez Young,669945,Drew Maggi,543482,maggidr01,Jared Triolo,669707,triolja01,Andrés Alvarez,687019,"De León, J",592254,deleojo03,"Sanchez, Aa",592717,sanchaa01,Hoffman,656546,hoffmje02,"Ortega, O",661383,ortegol01,Sands,663485,sandsco01,Brubaker,664141,brubajt01,"Perdomo, A",622780,perdoan01,Holderman,670059,holdeco01,"Hernandez, J",669796,hernajo03,Underwood Jr.,621249,underdu01,"Smith, C",592761,smithca03,Moreta,664294,moretda01
