game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-07,748075,3,2,5,Bryson Horne,695587,Cal Conley,695462,Forrest Wall,657088,wallfo01,Luke Williams,663897,willilu01,Luke Waddell,680672,Nacho Alvarez Jr.,805373,Luis Liberato,642451,liberlu01,Drake Baldwin,686948,Eli White,642201,whiteel04,Nick Yorke,694377,Bobby Dalbec,666915,dalbebo01,Nick Sogard,686765,Mark Contreras,676628,contrma01,Pablo Reyes,622569,reyespa01,Rob Refsnyder,608701,refsnro01,Reese McGuire,624512,mcguire01,Ceddanne Rafaela,678882,rafaece01,Dalton Guthrie,656495,guthrda01,Elder,693821,elderbr01,Kerr,678061,kerrra01,"López, R",625643,lopezre01,Giles,571704,gileske01,Whitley,676831,whitlko01,"Riley, T",681803,Pivetta,601713,pivetni01,Houck,656557,houckta01,Jacques,682175,jacqujo01,"Rodríguez, J",570257,rodrijo06,Luetge,476595,luetglu01
