game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-15,719113,1,9,10,Tristan Peters,671976,Abiezel Ramirez,672656,Roberto Alvarez,666712,Vidal Bruján,660644,brujavi01,Mason Auer,687020,Gavin Collins,641468,Ryan Spikes,691797,Jordan Qsar,682040,Alexander Ovalles,678900,Eddinson Paulino,682796,Stephen Scott,679663,Marcus Wilson,657129,wilsoma02,Matthew Lugo,683090,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Nick Sogard,686765,Christian Koss,683766,Phillip Sikes,689651,McKendry,679928,Belge,666122,Poche,621363,pocheco01,Brewer,605155,breweco01,Roberson,675963,Kelly,687330,kellyke02,Molina,683627,molinan01,"Perez, H",660431,perezhe02,Kluber,446372,klubeco01,Whitlock,676477,whitlga01,Martin,455119,martich02,"Rodríguez, J",570257,rodrijo06
