game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-28,748188,8,6,14,Tim Tawa,694374,Gavin Logan,678099,Andy Weber,681581,Kevin Graham,681184,Brett Johnson,805842,Jancarlos Cintron,676857,Caleb Roberts,681134,Neyfy Castillo,678689,Sheng-Ping Chen,691283,Christian Cairo,686551,Michael Berglund,668842,Alexfri Planez,678413,Angel Martínez,682657,Kyle Manzardo,700932,manzaky01,Johnathan Rodriguez,671286,rodrijo10,Petey Halpin,690984,José Tena,677588,tenajo01,Juan Brito,682877,Pfaadt,694297,pfaadbr01,Henry,674072,henryto01,"Nelson, K",669459,nelsoky01,Pilkington,663455,pilkiko01,Montes De Oca,801216,Pope,687166,Backhus,679775,Morales,672839,moralfr02,Grammes,682202,Cantillo,676282,"Clase, E",661403,claseem01,"Barlow, S",605130,barlosc01,Sandlin,680704,sandlni01,Hentges,656529,hentgsa01,Morgan,669212,morgael01,Gillispie,687362,Zapata,679033
