game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-22,719006,2,6,8,Troy Schreffler,687285,Dustin Peterson,640460,peterdu01,Wendell Rijo,620442,Madison Stokes,657010,Jim Haley,670113,Jack Conley,663660,McCarthy Tatum,657029,Oliver Dunn,686554,dunnol01,John Hicks,543308,hicksjo02,Niko Hulsizer,680881,Isaac Paredes,670623,paredis01,Jonathan Aranda,666018,arandjo01,Daniel Robertson,621002,roberda10,Charlie Culberson,518586,culbech01,Grant Witherspoon,680710,Nick Dini,664926,dinini01,Ruben Cardenas,665180,Tristan Gray,656484,graytr01,"Walker, T",592836,walketa01,Cruz,672911,cruzje01,Alvarado,621237,alvarjo03,"Vasquez, A",607755,vasquan02,Springs,605488,sprinje01,Poche,621363,pocheco01,Beeks,656222,beeksja02,Cleavinger,664076,cleavga01,Faucher,676534,fauchca01
