game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID
2024-03-24,747823,2,2,Bo Bichette,666182,bichebo01,Daulton Varsho,662139,varshda01,Miguel Hiraldo,677599,Will Robertson,683770,Rainer Nunez,678742,Steward Berroa,672642,Addison Barger,680718,bargead01,Ryan McCarty,806005,Alejandro Kirk,672386,kirkal01,Marcus Lee Sang,686984,Bryce Ball,668787,Jim Haley,670113,Herbert Iser,666133,Erick Brito,684081,Garrett Stubbs,596117,stubbga01,Esteban Quiroz,606019,quiroes01,Cristian Pache,665506,pachecr01,Símon Muzziotti,665922,muzzisi01,Bassitt,605135,bassich01,Green,643338,greench03,"Cabrera, G",650893,cabrege01,"García, Y",554340,garciyi01,"Nola, Aa",605400,nolaaa01,Strahm,621381,strahma01,"Marte, Y",628708,marteyu01,Lazar,676661
