game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-28,719408,5,13,18,Luke Williams,663897,willilu01,Jason Heyward,518792,heywaja01,Yeiner Fernandez,691558,Eddys Leonard,678760,Drew Avans,682183,Jorbit Vivas,678391,Kyle Nevin,693819,David Peralta,444482,peralda01,James Outman,681546,outmaja01,Brett Phillips,621433,phillbr02,Matt Thaiss,642136,thaisma01,David Fletcher,664058,fletcda02,Preston Palmeiro,641945,Jeremiah Jackson,669236,Jordyn Adams,677941,adamsjo03,Osmy Gregorio,668577,Zach Neto,687263,netoza01,Chad Wallach,595453,wallach01,Pepiot,686752,pepiory01,"Scott, Tay",605463,scottta02,Harris,677946,Nelson,519076,nelsoji02,Pilarski,702355,Morillo,666661,Hurt,669165,hurtky01,Detmers,672282,detmere01,Rosenberg,670046,rosenke01,Moore,519043,moorema02,Tepera,572193,teperry01,Estévez,608032,estevca01
