game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2024-03-14,747977,5,2,7,Anthony Servideo,676545,Nick Maton,665155,matonni01,David Bañuelos,675915,banueda01,Reed Trimble,701655,Elio Prado,682799,Collin Burns,700936,Angel Tejada,698941,Tavian Josenberger,694444,Maverick Handley,668974,Matt Fraizer,670208,Matt Gorski,685301,Mike Jarvis,690448,Dustin Peterson,640460,peterdu01,Jake Lamb,571875,lambja01,Sergio Alcántara,642727,alcanse01,Maikol Escotto,683500,Billy McKinney,641856,mckinbi01,Grant Koch,667428,"Rodriguez, G",680570,rodrigr01,Virbitsky,680223,Kimbrel,518886,kimbrcr01,Heasley,669169,heasljo01,Vespi,663989,vespini01,"Gonzales, M",594835,gonzama02,Chapman,547973,chapmar01,Borucki,621366,borucry01,Honeywell,641703,honeybr01,Meis,701568
