game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2022-03-21,707002,6,8,14,Jacob Amaya,676070,amayaja01,Jason Martin,641829,martija03,Miguel Vargas,678246,vargami01,Zach McKinstry,656716,mckinza01,Jorbit Vivas,678391,Michael Busch,683737,buschmi02,Andy Burns,542992,burnsan01,Tomás Telis,542513,telisto01,Andy Pages,681624,pagesan01,Luis Alexander Basabe,642772,basablu01,Carlos Pérez,656024,perezca03,Yermín Mercedes,606213,merceye01,Yoelqui Céspedes,673461,Luis Mieses,672635,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Jake Burger,669394,burgeja01,Romy Gonzalez,663853,gonzaro01,Jackson,656578,jacksan01,Wahl,592833,wahlbo01,Washington,675976,Ferguson,657571,ferguca01,Graterol,660813,gratebr01,Vesia,681911,vesiaal01,Cleavinger,664076,cleavga01,Banks,621383,banksta01,Burr,621114,burrry01,Benjamin,605138,benjawe01,Bilous,663467,"Pérez, A",680970,Schryver,676607,Freeman,673965
