game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-09-25,662598,1,4,5,Dylan Carlson,666185,carlsdy01,Albert Pujols,405395,pujolal01,Nolan Arenado,571448,arenano01,Lars Nootbaar,663457,nootbla01,Paul Goldschmidt,502671,goldspa01,Tommy Edman,669242,edmanto01,Brendan Donovan,680977,donovbr01,Yadier Molina,425877,molinya01,Juan Yepez,660766,yepezju01,Will Smith,669257,smithwi05,Max Muncy,571970,muncyma01,Freddie Freeman,518692,freemfr01,Cody Bellinger,641355,bellico01,Gavin Lux,666158,luxga01,Mookie Betts,605141,bettsmo01,Joey Gallo,608336,gallojo01,Trea Turner,607208,turnetr01,Justin Turner,457759,turneju01,Wainwright,425794,wainwad01,"Thompson, Z.D.",668868,thompza02,"Romero, J",668941,romerjo01,Woodford,663765,woodfja01,Pallante,669467,pallaan01,Grove,675627,grovemi01,Graterol,660813,gratebr01,Jackson,656578,jacksan01
