game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-09,748042,7,5,12,James Free,686989,Jack Rogers,679788,Francisco Urbaez,688005,Allan Cerda,678323,Michael Trautwein,681114,Quincy McAfee,687331,Jose Torres,686958,Miguel Hernandez,665912,Hector Rodriguez,699302,Tommy Troy,694371,Andy Weber,681581,Neyfy Castillo,678689,Jack Hurley,694815,Adrian Del Castillo,680728,Wilderd Patiño,679741,Jancarlos Cintron,676857,Jansel Luis,800306,Jakey Josepha,699228,"Abbott, A",671096,abbotan01,Roxby,694820,Phillips,683175,phillco01,Pagán,641941,paganem01,Sims,608371,simslu01,Antone,622088,antonte01,"Rodriguez, Ed",593958,rodried05,McGough,543518,mcgousc01,Mantiply,573009,mantijo01,Strzelecki,657265,strzepe01,Mabrey,801412,Rashi,688497,Saul,683272
