game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-07,719235,2,7,9,Zach Britton,676309,Leo Jimenez,677870,Stevie Berman,670281,Rafael Lantigua,672463,Cam Eden,686490,edenca01,Wynton Bernard,592144,bernawy01,Andres Sosa,703245,Addison Barger,680718,bargead01,Orelvis Martinez,682619,Matt Gorski,685301,Mike Jarvis,690448,Jack Brannigan,687394,Nick Gonzales,693304,gonzani01,Endy Rodríguez,682848,rodrien01,Henry Davis,680779,davishe01,Tyler Heineman,623168,heinety01,Lolo Sanchez,665975,Chavez Young,669945,Kikuchi,579328,kikucyu01,Tiedemann,694357,"Jackson, J",543351,jacksja01,"Hernandez, A",681753,Danner,668470,danneha01,Juenger,696522,"Keller, M",656605,kellemi03,De Jong,608328,dejonch01,Burrows,681347,Zamora,623354,zamorda01,Mlodzinski,669387,mlodzca01,Chatwood,543022,chatwty01,Bolton,675989,boltoco01
