game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-20,641698,2,6,8,George Valera,671655,Connor Marabell,664088,Will Benson,666181,bensowi01,Steven Kwan,680757,kwanst01,Andres Melendez,678487,Ryan Lavarnway,543432,lavarry01,Tyler Krieger,623513,José Fermín,665877,fermijo01,Richie Palacios,680700,palacri01,Luis González,670768,gonzalu03,Nick Williams,608384,willini01,Matt Reynolds,608703,reynoma03,Zack Collins,641470,colliza01,Marco Hernández,593523,hernama02,Andrew Vaughn,683734,vaughan01,Jonathan Lucroy,518960,lucrojo01,Billy Hamilton,571740,hamilbi02,Danny Mendick,664901,mendida01,Quantrill,615698,quantca01,Stephan,663986,stephtr01,"Pérez, O",424144,perezol01,Plutko,592644,plutkad01,Sandlin,680704,sandlni01,Cease,656302,ceasedy01,Carter,657203,McRae,656725,mcraeal01,"Ruiz, J",614179,ruizjo01,Sadzeck,592712,sadzeco01
