gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID
662621,2022-09-20,6,5,11,Daulton Varsho,662139,varshda01,Corbin Carroll,682998,carroco02,Jake McCarthy,664983,mccarja02,Christian Walker,572233,walkech02,Ketel Marte,606466,marteke01,Josh Rojas,668942,rojasjo01,Alek Thomas,677950,thomaal01,Cooper Hummel,669450,hummeco01,Sergio Alcántara,642727,alcanse01,Trea Turner,607208,turnetr01,Freddie Freeman,518692,freemfr01,Justin Turner,457759,turneju01,Joey Gallo,608336,gallojo01,Trayce Thompson,572204,thomptr01,Chris Taylor,621035,tayloch03,Gavin Lux,666158,luxga01,Miguel Vargas,678246,vargami01,Austin Barnes,605131,barneau01,Michael Grove,675627,grovemi01,Zach Davies,605200,davieza02,Ryan Pepiot,686752,pepiory01,Chris Martin,455119,martich02,Taylor Widener,642203,widenta01,Caleb Smith,592761,smithca03,Kevin Ginkel,656464,ginkeke01,Joe Mantiply,573009,mantijo01
