game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-11,641938,6,10,16,Kody Clemens,665019,clemeko01,Aderlin Rodríguez,573669,JaCoby Jones,592444,jonesja07,Jacob Robson,615699,robsoja01,Spencer Torkelson,679529,torkesp01,Miguel Cabrera,408234,cabremi01,Dustin Garneau,572863,garnedu01,Ryan Kreidler,668952,kreidry01,Derek Hill,656537,hillde01,Austin Martin,668885,martiau01,Rowdy Tellez,642133,tellero01,Cullen Large,675925,Leo Jimenez,677870,Logan Warmoth,657089,Jonathan Davis,641505,davisjo05,Kevin Smith,675656,smithke05,Gabriel Moreno,672515,morenga01,Otto Lopez,672640,lopezot01,Fulmer,605242,fulmemi01,Taylor,664701,taylobe10,Skubal,669373,skubata01,Roark,543699,roarkta01,Yates,489446,yateski01,Mayza,641835,mayzati01,"Cole, A",595918,coleaj01,Tice,676709,ticety01,"Castro, A",621593,castran02
