game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-16,747941,3,3,6,David Dahl,621311,dahlda01,Darick Hall,669742,hallda02,Rodolfo Castro,666801,castrro01,Scott Kingery,664068,kingesc01,Nick Podkul,674951,Herbert Iser,666133,Esteban Quiroz,606019,quiroes01,Cal Stevenson,670276,steveca01,Símon Muzziotti,665922,muzzisi01,JT Mabry,815842,Vidal Bruján,660644,brujavi01,Will Banfield,677943,Chase Luttrell,702292,Griffin Conine,665052,Dane Myers,667472,myersda01,Tristan Gray,656484,graytr01,Javier Sanoja,691594,Josh Zamora,695031,Allard,663465,allarko01,"Francisco, CA",687956,"Castillo, M",666721,castima03,"Nelson, N",656793,nelsoni01,McKay,681473,"Ruiz, J",614179,ruizjo01,Garnett,702911,"Rogers, Tr",669432,rogertr01,Roberts,686762,"Soriano, G",666277,soriage01,"Scott, Tan",656945,scottta01,Gutierrez,661269,gutievl01,Alvarado,665660
