game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-05-09,662158,9,9,Johan Camargo,622666,camarjo01,Bryce Harper,547180,harpebr03,J.T. Realmuto,592663,realmjt01,Alec Bohm,664761,bohmal01,Roman Quinn,596451,quinnro01,Bryson Stott,681082,stottbr01,Odúbel Herrera,546318,herreod01,Matt Vierling,663837,vierlma01,Rhys Hoskins,656555,hoskirh01,Luis Torrens,620443,torrelu01,Cal Raleigh,663728,raleica01,Abraham Toro,647351,toroab01,Dylan Moore,664238,mooredy01,Eugenio Suárez,553993,suareeu01,Ty France,664034,francty01,Julio Rodríguez,677594,rodriju01,Jarred Kelenic,672284,kelenja01,Stuart Fairchild,656413,faircst01,"Suárez, R",624133,suarera01,Morales,672839,moralfr02,Norwood,656803,norwoja01,Flexen,623167,flexech01,Murfee,682171,murfepe01,Castillo. D,650895,castidi01,"Young, D",664849,youngda02
