game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-02-29,748180,3,1,4,Brady House,691781,Jordy Barley,672357,Jake Alu,666906,aluja01,Lewin Díaz,650331,diazle01,Yohandy Morales,691002,Darren Baker,671117,Dylan Crews,686611,Robert Hassell III,690987,Israel Pineda,672832,pinedis01,Michael Siani,672279,sianimi01,Thomas Saggese,695336,Moisés Gómez,664332,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Arquímedes Gamboa,660614,César Prieto,693409,Jared Young,676724,youngja02,Jimmy Crooks,699625,Corbin,571578,corbipa01,"Law, D",571882,lawde01,Rainey,663432,raineta01,"Garcia, Ro",676395,garciro04,Ferrer,678606,ferrejo01,Willingham,686294,william01,Gibson,502043,gibsoky01,Gallegos,606149,gallegi01,Kittredge,552640,kittran01,McGreevy,700241,Kloffenstein,680572,Thomas,671162
