game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-05-22,662076,10,1,11,José Azocar,640492,azocajo01,Jurickson Profar,595777,profaju01,Sergio Alcántara,642727,alcanse01,Wil Myers,571976,myerswi01,Luke Voit,572228,voitlu01,Jake Cronenworth,630105,croneja01,Ha-Seong Kim,673490,kimha01,Austin Nola,543592,nolaau01,Eric Hosmer,543333,hosmeer01,Michael Papierski,657709,papiemi01,Luis González,670768,gonzalu03,Joey Bart,663698,bartjo01,Thairo Estrada,642731,estrath01,Joc Pederson,592626,pederjo01,Darin Ruf,573131,rufda01,Brandon Crawford,543063,crawfbr01,Wilmer Flores,527038,florewi01,Evan Longoria,446334,longoev01,Gore,669022,gorema01,Stammen,489334,stammcr01,"Wilson, S",621051,wilsost02,Wood,622072,woodal02,Brebbia,605154,brebbjo01,Littell,641793,litteza01,Llovera,661440,llovema01,"Gonzalez, L",670768,gonzalu03
