game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-29,706815,2,4,6,Kyle Garlick,664247,garliky01,Curtis Terry,663799,terrycu01,José Godoy,608422,godoyjo01,Derek Fisher,605233,fishede01,Gio Urshela,570482,urshegi01,Daniel Robertson,621002,roberda10,Jake Cave,595909,caveja01,Jose Miranda,669304,miranjo01,Jermaine Palacios,650339,palacje01,Brett Phillips,621433,phillbr02,Vidal Bruján,660644,brujavi01,Kameron Misner,670224,Ryan Boldt,624416,Greg Jones,675659,Roberto Alvarez,666712,Ruben Cardenas,665180,Evan Edwards,657212,Curtis Mead,678554,meadcu01,Ober,641927,oberba01,Coulombe,543056,couloda01,Megill,656730,megiltr01,Cotton,605194,cottojh01,Cano,666974,canoye01,"Duran, J",661395,duranjh01,Rasmussen,656876,rasmudr01,"Raley, B",548384,raleybr01,Feyereisen,656420,feyerjo01,Wisler,605538,wislema01,Chargois,608638,chargjt01,Adam,592094,adamja01
