game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-04-04,707023,9,3,12,Michael Chavis,656308,chavimi01,Sergio Campana,682656,Jacob Gonzalez,669363,Hunter Owen,670462,owenhu01,Bligh Madris,676632,madribl01,Jase Bowen,687749,Taylor Davis,543089,davista01,Luke Brown,687493,Tsung-Che Cheng,691907,Willy Yahn,676278,AJ Graffanino,664690,J.C. Escarra,641555,Tyler Nevin,663527,nevinty01,Jacob Nottingham,641924,nottija01,Beau Taylor,607333,taylobe11,Mason Janvrin,673765,Richie Martin,621006,martiri01,Zach Jarrett,676913,"Wilson, B",669060,wilsobr02,Crowe,640444,crowewi01,Hembree,592390,hembrhe01,Underwood Jr.,621249,underdu01,Weiman,676620,Zimmermann,669145,zimmebr02,Lowther,675912,lowthza01,Krehbiel,607216,krehbjo01,Watkins,657093,watkisp01
