game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-23,747842,5,2,7,Ricardo Gonzalez,800357,Xavier Isaac,800060,Cristopher Barete,683539,Ryan Spikes,691797,Tatem Levins,694420,Tanner Murray,695020,Shane Sasaki,687071,Mason Auer,687020,Curtis Mead,678554,meadcu01,Bryson Horne,695587,Cal Conley,695462,Kevin Kilpatrick Jr.,687201,Forrest Wall,657088,wallfo01,Cody Milligan,687862,Luis Guillorme,641645,guilllu01,Nick Ward,682187,Jarred Kelenic,672284,kelenja01,Nick Clarno,805339,Civale,650644,civalaa01,Record,682489,Sterner,686993,"Ramírez, E",541640,ramirer02,Strider,675911,stridsp01,"Iglesias, R",628452,iglesra01,Minter,621345,minteaj01,Matzek,554431,matzety01,"Lee, D",669276,leedy01,"Stephens, J",623451,stephja01
