game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-13,719135,8,7,15,Pablo Reyes,622569,reyespa01,Max Muncy,691777,Ryan Noda,676116,nodary01,Darell Hernaiz,687231,hernada04,Greg Deichmann,656364,deichgr01,Cristian Pache,665506,pachecr01,Tyler Wade,642180,wadety01,Kyle McCann,668832,mccanky01,Brayan Buelvas,683454,Coco Montes,663796,monteco01,Grant Lavigne,680693,Drew Romo,691011,Yanquiel Fernandez,692585,Jonathan Morales,664966,Zac Veen,691728,Benny Montgomery,695603,Michael Toglia,669911,toglimi01,Nolan Jones,666134,jonesno01,Fujinami,660261,fujinsh01,Steckenrider,608716,steckdr01,Muller,666205,mulleky01,Coker,681085,Feltner,663372,feltnry01,"Allen, L.S.",663531,allenlo01,Davis,663562,davisno01,Johnson,572955,johnspi01,Blach,621389,blachty01,Mears,683232,mearsni01
