game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-03-02,748146,2,3,5,Niko Goodrum,592348,goodrni01,Aaron Sabato,693306,Brian O'Keefe,657247,okeefbr01,Patrick Winkel,680868,Willie Joe Garry Jr.,681831,Yunior Severino,670870,Anthony Prato,668791,Michael Helman,680737,Chris Williams,675910,Carlos De La Cruz,678926,Kody Clemens,665019,clemeko01,Erick Brito,684081,Garrett Stubbs,596117,stubbga01,Kendall Simmons,669227,Felix Reyes,694025,Símon Muzziotti,665922,muzzisi01,William Simoneit,686766,Trevor Schwecke,673893,Ober,641927,oberba01,Alcala,660896,alcaljo01,Brigham,656257,brighje01,Duarte,650960,duartda01,Balazovic,666364,balazjo02,Henriquez,678692,henriro01,"Buchanan, D",571527,buchada01,Alvarado,621237,alvarjo03,Strahm,621381,strahma01,"Soto, G",642397,sotogr01,Hoffman,656546,hoffmje02,Bellatti,571479,bellaan01,McKay,681473,Baker,687900
