game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-03,719300,5,3,8,Michael Papierski,657709,papiemi01,Diego Rincones,665651,Eric De La Rosa,680763,Carlos Mendoza,685332,Dillon Dingler,693307,Gage Workman,669398,Justyn-Henry Malloy,669234,Corey Joyce,687144,Mario Feliciano,666128,felicma01,Everson Pereira,677592,pereiev01,Jamie Westbrook,642197,T.J. Rumfield,681198,Spencer Jones,682987,Anthony Seigler,678011,Jesús Bastidas,665846,Wilmer Difo,594694,difowi01,Brandon Lockridge,663604,Tayler Aguilar,687012,Lorenzen,547179,lorenmi01,Wingenter,622259,wingetr01,Foley,671345,foleyja01,"Holton, T",663947,holtoty01,Wolf,663684,Gipson-Long,687830,gipsosa01,Logue,656657,logueza01,Cole,543037,colege01,King,650633,kingmi01,Schmidt,657376,schmicl01,Fenter,663383,"García, D",665620,garcide01
