game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-17,747919,5,4,9,Tim Tawa,694374,Kevin Graham,681184,David Martin,688808,Andrew Pintar,801464,Manuel Pena,694211,Jose Fernandez,699912,Brett Johnson,805842,Jancarlos Cintron,676857,Kevin Sim,691726,Robbie Tenerowicz,642134,Jonatan Clase,682729,clasejo01,Caleb Cali,687730,Isiah Gilliam,656462,Josh Hood,681377,Luis Suisbel,692044,Taylor Trammell,666211,trammta01,Ryan Bliss,669208,Jake Anchia,680971,Walston,686796,walstbl01,Rashi,688497,Frías,666818,friaslu01,Cecconi,677944,ceccosl01,Chalmers,663793,"Gilbert, L",669302,gilbelo01,Llovera,661440,llovema01,Snider,676092,snideco01,Thornton,663423,thorntr01,Burgos,686228,Laws,681391
