game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2022-03-28,707032,4,5,9,Luis De Los Santos,665782,Addison Barger,680718,bargead01,Vinny Capra,681962,capravi01,Spencer Horwitz,687462,horwisp01,Samad Taylor,669392,taylosa04,Ryan Gold,670394,Tyler Heineman,623168,heinety01,Trevor Schwecke,673893,Steward Berroa,672642,Chadwick Tromp,644433,trompch01,Alex Dickerson,543105,dickeal01,John Nogowski,596056,nogowjo01,Justin Dean,681909,Phil Gosselin,594838,gosseph01,Guillermo Heredia,628338,heredgu01,Pat Valaika,642162,valaipa01,Travis Demeritte,641513,demertr01,Orlando Arcia,606115,arciaor01,"Anderson, S",641312,andersh01,Cimber,643256,cimbead01,Mayza,641835,mayzati01,Phelps,475479,phelpda01,"Johnston, K",656594,"Richards, T",670950,richatr01,Strider,675911,stridsp01,Thornburg,592804,thornty01,"Smith, W",519293,smithwi04,Jansen,445276,janseke01,Matzek,554431,matzety01,"Ferguson, T",621053,ferguty01,Javier,660440,Johnstone,641733
