game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-14,719126,3,3,6,Dylan Carlson,666185,carlsdy01,Kramer Robertson,670298,roberkr01,Moisés Gómez,664332,Tres Barrera,668663,barretr01,Luken Baker,663609,bakerlu01,Jeremy Rivas,692405,Scott Hurst,656568,hurstsc01,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,Shay Whitcomb,694376,Grae Kessinger,666197,kessigr01,Corey Julks,667452,julksco01,Luke Berryhill,666124,Pedro León,694175,Bligh Madris,676632,madribl01,Joe Perez,669309,perezjo02,César Salazar,663967,salazce01,Leosdany Molina,702416,"Thompson, Z.D.",668868,thompza02,Naughton,676050,naughpa01,"Suárez, An",605498,suarean01,Misiewicz,664948,misiean01,Woodford,663765,woodfja01,Loutos,702795,Leahy,681517,leahyky01,Bielak,656232,bielabr01,"Maton, P",664208,matonph01,Stanek,592773,stanery01,Gage,657424,gagema01,"Martinez, S",661527,martise01
