game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-05,641619,1,1,2,Christin Stewart,621514,stewach02,Kody Clemens,665019,clemeko01,Aderlin Rodríguez,573669,Brady Policelli,670149,Grayson Greiner,606988,greingr01,Jacob Robson,615699,robsoja01,Daniel Pinero,615697,Eric Haase,606992,haaseer01,Danny Woodrow,670143,Armando Alvarez,669137,Mike Ford,645801,fordmi01,Austin Wells,669224,wellsau01,Trey Amburgey,664011,amburtr01,Ryan LaMarre,534606,lamarry01,Oswald Peraza,672724,perazos02,Robinson Chirinos,455139,chiriro01,Michael Beltre,642461,Hoy Park,660829,parkho01,Boyd,571510,boydma01,"Garcia, B",650530,garcibr01,"Alexander, T",641302,alexaty01,"Moreno, G",642575,Foley,671345,foleyja01,"Moore, An",621058,moorean02,Carlton,656290,carltdr01,Germán,593334,germado01,King,650633,kingmi01,"Nelson, N",656793,nelsoni01,"García, L",472610,garcilu03,Lyons,544928,lyonsty01,Medina,665622,medinlu02,Russ,676754,Gil,661563,gillu01
