game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-04,719278,15,4,19,Matt Winaker,675980,Ronny Mauricio,677595,mauriro01,Kevin Parada,691006,Brett Baty,683146,batybr01,Carlos Cortes,666126,DJ Stewart,621466,stewadj01,Luke Ritter,682239,Michael Pérez,605421,perezmi03,Alex Ramírez,691267,Jerar Encarnación,666464,encarje01,Jacob Amaya,676070,amayaja01,Alex De Goti,621008,degotal01,Jordan Groshans,677954,groshjo01,Santiago Chávez,622700,Garrett Hampson,641658,hampsga01,C.J. Hinojosa,546994,Xavier Edwards,669364,edwarxa01,Peyton Burdick,680814,burdipe01,Verlander,434378,verlaju01,"Peterson, D",656849,peterda01,Brigham,656257,brighje01,"Greene, Z",681891,McFarland,519008,mcfartj01,Yacabonis,642231,yacabji01,Luzardo,666200,luzarje01,"Soriano, G",666277,soriage01,Evans,681948,Floro,571670,florody01,"Pérez, Eu",691587,perezeu02,Yan,642376
