game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-15,642198,3,7,10,Edwin Díaz,641521,Cody Thomas,642137,thomaco01,Austin Allen,664119,allenau01,Seth Brown,664913,brownse01,Pete Kozma,518902,kozmape01,Michael Reed,642002,Frank Schwindel,643524,schwifr01,Logan Davidson,669722,Francisco Peña,506747,penafr01,Connor Marabell,664088,Beau Taylor,607333,taylobe11,Owen Miller,680911,milleow01,Ryan Lavarnway,543432,lavarry01,Harold Ramírez,623912,ramirha02,Ben Gamel,592325,gamelbe01,Yu Chang,644374,changyu01,Tyler Freeman,671289,freemty01,Daniel Johnson,669288,johnsda07,Bassitt,605135,bassich01,Guduan,594056,guduare01,Petit,433589,petityu01,Kolarek,592473,kolarad01,Blackham,657518,Turley,543867,turleni01,"Allen, L.S.",663531,allenlo01,Quantrill,615698,quantca01,"Johnson, DJ",597113,johnsdj01,"Nelson, K",669459,nelsoky01,Stephan,663986,stephtr01,Karinchak,675916,karinja01
