game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-04-04,706812,8,2,10,Drew Lugbauer,656666,Jesse Franklin V,675966,Luke Waddell,680672,Terone Harris III,674677,Michael Harris II,671739,harrimi04,Jordan Cowan,643268,William Contreras,661388,contrwi02,Jalen Miller,663692,Rusber Estrada,682005,Estanli Castillo,682658,Johan Lopez,672517,Daiwer Castellanos,680607,Freddvil Chevez,673882,Roberto Alvarez,666712,Christian Cerda,692416,Ronny Simon,682927,Christian Johnson,687257,Alejandro Pie,682636,"Anderson, I",666120,anderia01,Yeager,687866,Matzek,554431,matzety01,McHugh,543521,mchugco01,McSteen,701151,Bacon,663823,Fleming,676596,flemijo01,Snyder,801389,"Raley, B",548384,raleybr01,Kittredge,552640,kittran01,Peguero,676014,Poche,621363,pocheco01,Feyereisen,656420,feyerjo01,Lopez,673111,lopezjo04
