game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-12,747999,2,2,4,Tim Tawa,694374,Kevin Graham,681184,David Martin,688808,Wyatt Crenshaw,809846,Sheng-Ping Chen,691283,Andrés Chaparro,665953,Jean Walters,695078,Brett Johnson,805842,Scott McGough,543518,mcgousc01,Nerwilian Cedeño,683481,Nik McClaughry,800597,Manny Machado,592518,machama01,Graham Pauley,688363,paulegr01,Óscar Mercado,640458,mercaos01,Leodalis De Vries,815888,José Azocar,640492,azocajo01,Homer Bush Jr.,683344,Brett Sullivan,664954,sullibr01,Gallen,668678,galleza01,Mabrey,801412,Mantiply,573009,mantijo01,Saalfrank,685314,saalfan01,"Martin, Co",656686,martico02,Walston,686796,walstbl01,McGough,543518,mcgousc01,Thorpe,689672,Nance,667297,nanceto01,Kolek,663568,kolekst01,Go,808970,Sandridge,682144,"Wilson, S",621051,wilsost02
