game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-23,747833,5,5,Austin Hedges,595978,hedgeau01,Alex Mooney,695612,Milan Tolentino,675455,C.J. Kayfus,692216,Daniel Schneemann,682177,Jeffrey Mercedes,800253,Lorenzo Cedrola,661411,David Fry,681807,fryda01,Justin Boyd,687628,Tim Tawa,694374,Tommy Troy,694371,Andrés Chaparro,665953,Jack Hurley,694815,Anderdson Rojas,699232,Christian Cerda,692416,Modeifi Marte,800029,Druw Jones,702258,Jakey Josepha,699228,Bibee,676440,bibeeta01,Gaddis,683769,gaddihu01,Barria,642545,barrija01,Gallen,668678,galleza01,Karcher,676689,karchri01,Morales,672839,moralfr02,Mantiply,573009,mantijo01,"Thompson, R",657044,thompry02,Castro,612434,castrmi01,Montilla,692983,Sewald,623149,sewalpa01
