game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID
2024-03-18,747907,3,4,7,Caleb Hamilton,643348,hamilca01,Ehire Adrianza,501303,adriaeh01,Tucker Flint,687272,Willie Calhoun,641432,calhowi01,Werner Blakely,690956,Cole Fontenelle,694304,Jack López,605346,lopezja03,Jake Marisnick,545350,marisja01,Sam Brown,694848,Owen Miller,680911,milleow01,Joey Wiemer,686894,wiemejo01,Christian Yelich,592885,yelicch01,Joey Ortiz,687401,ortizjo06,Jackson Chourio,694192,chourja01,Sal Frelick,686217,frelisa01,Eduardo Garcia,682633,Eric Haase,606992,haaseer01,Luis Lara,800325,Canning,656288,cannigr01,Strickland,519326,strichu01,Joyce,690829,joycebe01,Estévez,608032,estevca01,Cisnero,542585,cisnejo01,"Hall, DL",669084,halldl01,Bukauskas,656266,bukaujb01,"Wilson, B",669060,wilsobr02,Holub,700183
