game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-10,719184,4,3,7,Lenyn Sosa,672820,sosale01,Gavin Sheets,657757,sheetga01,Laz Rivera,650528,Sebastián  Rivero,665861,riverse01,Moisés Castillo,665940,Adam Haseley,656514,haselad01,Leury García,544725,garcile02,Zach Remillard,621545,remilza01,Billy Hamilton,571740,hamilbi02,Christopher Morel,666624,morelch01,Yohendrick Pinango,682818,Yonathan Perlaza,666632,Bradlee Beesley,686977,Nelson Maldonado,663891,Sergio Alcántara,642727,alcanse01,Jake Slaughter,670237,Dom Nuñez,624513,nunezdo01,David Bote,623520,boteda01,Giolito,608337,giolilu01,"Shaw, B",543766,shawbr01,"López, R",625643,lopezre01,Fisher,688010,fishena01,Navarro,679346,navared01,Cronin,686539,cronide01,Smyly,592767,smylydr01,Borucki,621366,borucry01,Boxberger,502202,boxbebr01,Kilian,668873,kiliaca01,Alzolay,640470,alzolad01
