game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-10,719181,1,8,9,Brett Auerbach,682266,Logan Wyatt,668824,Damon Dues,680815,Riley Mahan,657669,Michael Gigliotti,669377,Abdiel Layer,676075,Diego Velasquez,694196,Joey Bart,663698,bartjo01,Luis Matos,682641,matoslu02,Coco Montes,663796,monteco01,Drew Romo,691011,Jonathan Morales,664966,Zac Veen,691728,Julio Carreras,679734,Bret Boswell,641385,Warming Bernabel,682653,Nolan Jones,666134,jonesno01,Cole Tucker,657061,tuckeco01,Wood,622072,woodal02,Sanchez,678738,Junis,596001,junisja01,Delaplane,676845,"Rogers, Ty",643511,rogerty01,McClure,656701,Gomber,596295,gombeau01,Seabold,657756,seaboco01,"Rogers, J",642028,rogerjo01,Mears,683232,mearsni01,Abad,472551,abadfe01
