game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-25,718968,6,4,10,Zach Watson,668789,Daz Cameron,663662,camerda01,Jacob Teter,679628,Maverick Handley,668974,Hudson Haskin,681370,Josh Lester,623507,lestejo02,Adam Crampton,686956,Gilbert Lara,658677,César Prieto,693409,Mike Jarvis,690448,Canaan Smith-Njigba,675986,smithca05,Hudson Head,687431,Oneil Cruz,665833,cruzon01,Ji Hwan Bae,678225,baeji01,Jason Delay,641511,delayja01,Chris Owings,572008,owingch01,Drew Maggi,543482,maggidr01,Will Matthiessen,686843,"Wells, T",669330,wellsty01,"Hall, DL",669084,halldl01,Politi,681555,Cano,666974,canoye01,Velasquez,592826,velasvi01,"Perdomo, A",622780,perdoan01,Crowe,640444,crowewi01,Alldred,682027,alldrca01,"Hernandez, J",669796,hernajo03,"De Los Santos, Y",660787,delosye01
