game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-05-17,662780,3,3,Leury García,544725,garcile02,Yasmani Grandal,518735,grandya01,Josh Harrison,543281,harrijo05,AJ Pollock,572041,polloaj01,José Abreu,547989,abreujo02,Reese McGuire,624512,mcguire01,Tim Anderson,641313,anderti01,Adam Engel,641553,engelad01,Luis Robert Jr.,673357,roberlu01,Nicky Lopez,670032,lopezni01,Whit Merrifield,593160,merriwh01,MJ Melendez,669004,melenmj01,Andrew Benintendi,643217,beninan01,Hunter Dozier,641531,doziehu01,Michael A. Taylor,572191,taylomi02,Ryan O'Hearn,656811,ohearry01,Carlos Santana,467793,santaca01,Bobby Witt Jr.,677951,wittbo02,Cease,656302,ceasedy01,Sousa,656986,sousabe01,"Kelly, J",523260,kellyjo05,"Ruiz, J",614179,ruizjo01,Hendriks,521230,hendrli01,Heasley,669169,heasljo01,"Garrett, A",607237,garream01,Payamps,606303,payamjo01
