game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-11,641574,5,4,9,J.D. Martinez,502110,martijd02,Jeter Downs,669023,downsje01,Gilberto Jimenez,678362,Jonathan Araúz,660620,arauzjo01,Kole Cottam,663526,Josh Ockimey,656807,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Michael Gettys,656455,Brent Rooker,667670,rookebr01,Caleb Hamilton,643348,hamilca01,Travis Blankenhorn,663905,blanktr01,Andrew Romine,461865,rominan01,Tzu-Wei Lin,624407,lintz02,Zander Wiel,605530,Drew Maggi,543482,maggidr01,Tomás Telis,542513,telisto01,Spencer Steer,668715,steersp01,"Rodriguez, Ed",593958,rodried05,"Barnes, M",598264,barnema01,"Taylor, J",657031,taylojo02,Brewer,605155,breweco01,Shoemaker,533167,shoemma01,Smeltzer,656970,smeltde01,"Hamilton, I",641656,hamilia01,Robles,570663,robleha01,Balazovic,666364,balazjo02
