game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-26,706824,9,2,11,Victor Mesa,673516,Erik González,570481,gonzaer01,Paul McIntosh,682192,Brian Miller,675649,millebr03,Jon Berti,542932,bertijo01,Willians Astudillo,553902,astudwi01,Jesús Aguilar,542583,aguilje01,Roman Quinn,596451,quinnro01,Lorenzo Quintana,679727,Conner Capel,668843,capelco01,Alec Burleson,676475,burleal01,Mike Antico,690443,Kramer Robertson,670298,roberkr01,Ben DeLuzio,641512,deluzbe01,Julio E. Rodriguez,667372,Anderson Tejeda,660731,tejedan01,Luken Baker,663609,bakerlu01,Brendan Donovan,680977,donovbr01,"Rogers, Tr",669432,rogertr01,"Hernández, El",622694,hernael01,Head,545343,headlo01,Yacabonis,642231,yacabji01,Matz,571927,matzst01,"Thompson, C",642140,Oviedo,670912,oviedjo01,"Fernández, Jun",658551,fernaju01,Gallegos,606149,gallegi01,Whitley,676831,whitlko01,Walsh,673904,walshja02
