game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2022-03-20,706995,4,9,13,Hunter Bishop,666183,Luis González,670768,gonzalu03,Jhonny Pereda,640902,peredjh01,David Villar,681584,villada01,Marco Luciano,682617,luciama01,Simon Whiteman,687626,Luis Toribio,678681,Ka'ai Tom,664789,tomka01,Bryce Johnson,669369,johnsbr03,Michael De León,650958,Mark Kolozsvary,656627,kolozma01,Trey Amburgey,664011,amburtr01,Allan Cerda,678323,Chris Okey,608360,okeych01,Cristian Santana,655996,Alejo Lopez,664670,lopezal03,Ronnie Dawson,669008,dawsoro01,Miguel Hernandez,665912,Long,669674,longsa01,Avila,687014,avilani01,Palumbo,643478,palumjo01,Huang,658791,huangwe01,Gudiño,660508,Hjelle,663546,hjellse01,Santillan,663574,santito01,Overton,656818,overtco01,"Cruz, F",518585,cruzfe01,"Lopez, Di",650841,Demurias,681493,Timpanelli,695935,Salinas,656927
