game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Away_P_9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-01,719332,3,3,6,Greg Jones,675659,Tristan Peters,671976,Grant Witherspoon,680710,Kyle Manzardo,700932,manzaky01,Austin Shenton,668853,shentau01,Nick Dini,664926,dinini01,Niko Hulsizer,680881,Vidal Bruján,660644,brujavi01,Ruben Cardenas,665180,Cal Conley,695462,Braden Shewmake,669699,shewmbr01,Adeiny Hechavarría,588751,hechaad01,Ozzie Albies,645277,albieoz01,Tyler Tolve,681172,Cody Milligan,687862,Ryan Casteel,592205,Justin Dean,681909,Magneuris Sierra,642423,sierrma01,McClanahan,663556,mcclash01,Patiño,672715,patinlu01,Mercado,675650,Heller,621294,hellebe01,Brewer,605155,breweco01,Fleming,676596,flemijo01,Bristo,668754,bristbr01,Muller,676726,Burdi,641420,burdiza01,Chavez,445926,chaveje01,Yates,489446,yateski01,"Anderson, N",623433,anderni01,"Ríos, Y",605441,riosya01,Moran,572383,moranbr01,"Muñoz, Rod",682610,munozro01,Elledge,676220,elledse01
