game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-21,719015,2,14,16,Aaron Schunk,668845,Niko Decolati,680719,Hunter Goodman,696100,goodmhu01,Brenton Doyle,686668,doylebr02,Jameson Hannah,680683,Jonathan Morales,664966,Connor Kaiser,663731,kaiseco01,Hunter Stovall,667663,Nolan Jones,666134,jonesno01,Matthew Batten,676946,battema01,Wyatt Hoffman,703715,Pedro Severino,600474,severpe01,Rangel Ravelo,592660,ravelra01,Brandon Dixon,641525,dixonbr01,Luis Liberato,642451,liberlu01,Taylor Kohlwey,670128,kohlwta01,José Azocar,640492,azocajo01,Brett Sullivan,664954,sullibr01,"Lambert, P",663567,lambepe01,Hill,677955,Hollowell,668970,holloga01,Bird,656234,birdja01,"Valdez, P",570488,valdeph01,"Jones, S",682240,Espinoza,659262,espinan01,Hanhold,621098,hanhoer01,"Hill, T",657612,hillti01,Kerr,678061,kerrra01,Kopps,667434,"Lugo, M",674381,"Tapia, D",593619,tapiado01
