game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-25,718957,4,2,6,Meibrys Viloria,650619,vilorme01,Sterling Romero,682682,Jordan Brown,687086,Yordys Valdes,686798,David Fry,681807,fryda01,Julian Escobedo,686659,Pedro Hernandez,800145,Fran Alduey,694199,Guy Lipscomb,805865,Coco Montes,663796,monteco01,Aaron Schunk,668845,Brian Serven,661531,servebr01,Grant Lavigne,680693,Charlie Blackmon,453568,blackch02,Jimmy Herron,676939,Jordan Beck,687597,beckjo01,Bret Boswell,641385,Hunter Stovall,667663,Bieber,669456,biebesh01,Karinchak,675916,karinja01,Sandlin,680704,sandlni01,Sharpe,681571,Kauffmann,666154,kauffka01,Suter,608718,suterbr01,"Lawrence, J",664875,lawreju01,Hand,543272,handbr01,Lamet,659275,lametdi01,"Bard, D",453268,bardda01
