game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-02-27,719359,7,7,John Aiello,663628,Dasan Brown,672018,Andres Sosa,703245,Luis De Los Santos,665782,Cam Eden,686490,edenca01,Damiano Palmegiani,671913,Phil Clarke,671287,Davis Schneider,676914,schneda03,Steward Berroa,672642,Chadwick Tromp,644433,trompch01,Cal Conley,695462,Yolmer Sánchez,570560,sanchca01,Ehire Adrianza,501303,adriaeh01,Drew Lugbauer,656666,Adeiny Hechavarría,588751,hechaad01,Cody Milligan,687862,Justin Dean,681909,Magneuris Sierra,642423,sierrma01,Hutchison,571800,hutchdr01,"Richards, T",670950,richatr01,Pop,647315,popza01,"Lawrence, C",596271,lawreca01,Francis,670102,francbo01,Fried,608331,friedma01,Strider,675911,stridsp01,"Iglesias, R",628452,iglesra01,Luetge,476595,luetglu01,Rangel,660604,Holmes,656550,Johnstone,641733
